Transaction_ID,Transaction_Date,Company_Code,Cost_Center,Profit_Center,Account_Category,Transaction_Type,Amount,Budget,Payment_Status,Description,Quantity,Department,Currency,Invoice_ID,Vendor_ID,Tax_Amount,Profit,Approval_Status,Anomaly_Indicator,Year,Month,Quarter,Budget_Variance,Budget_Utilization
TX007492,2025-01-11,C001,CC103,PC206,Other,Expense,58852.54,62061.75,Paid,Sundry adjustment,1.0,HR,INR,INV-2025-05884,,5933.29,,Approved,0,2025,1,1,-3209.209999999999,94.82900498294038
TX007573,2025-01-12,C003,CC105,PC203,Travel,Expense,169562.35,205807.11,Paid,Airfare and lodging expense,1.0,Marketing,INR,INV-2025-05940,,8554.53,,Approved,0,2025,1,1,-36244.75999999998,82.38896605661486
TX007557,2025-01-12,C003,CC111,PC202,Marketing,Expense,818378.2,797518.08,Paid,Digital advertising spend,1.0,Sales,INR,INV-2025-05928,V015,142445.53,,Approved,0,2025,1,1,20860.119999999995,102.61562972967332
TX007543,2025-01-12,C002,CC108,PC205,Office Supplies,Expense,7150.07,9795.9,Partially Paid,Office supplies purchase,5.0,Administration,INR,INV-2025-05920,V036,841.54,,Approved,0,2025,1,1,-2645.83,72.99043477373188
TX007525,2025-01-12,C002,CC111,PC203,Travel,Expense,103953.77,119173.06,Pending,Airfare and lodging expense,3.0,Sales,INR,INV-2025-05908,,5194.66,,Approved,0,2025,1,1,-15219.289999999994,87.22925298721037
TX007599,2025-01-13,C002,CC112,PC204,Utilities,Expense,59264.79,67986.64,Partially Paid,Electricity bill payment,1.0,Operations,INR,INV-2025-05960,,7195.63,,Approved,0,2025,1,1,-8721.849999999999,87.17122952391823
TX007564,2025-01-13,C002,CC103,PC205,Salaries,Expense,210617.68,253501.43,Paid,Salary and benefits payout,1.0,HR,INR,,,0.0,,Approved,0,2025,1,1,-42883.75,83.08342876014545
TX007501,2025-01-13,C004,CC107,PC202,Maintenance,Expense,107048.86,123764.44,Paid,Equipment maintenance,1.0,Procurement,INR,INV-2025-05889,V026,18595.6,,Approved,0,2025,1,1,-16715.58,86.49403657464131
TX007497,2025-01-13,C004,CC108,PC205,Office Supplies,Expense,40302.8,36991.84,Paid,Stationery order,54.0,Administration,INR,INV-2025-05887,V027,4933.5,,Approved,0,2025,1,1,3310.9600000000064,108.9505144918447
TX007491,2025-01-13,C004,CC101,PC203,Salaries,Expense,397897.16,374168.21,Paid,Employee payroll disbursement,1.0,Finance,INR,,,0.0,,Approved,0,2025,1,1,23728.949999999957,106.3417867594898
TX007563,2025-01-14,C001,CC103,PC201,Travel,Expense,52467.85,63191.22,Partially Paid,Business travel expense,2.0,HR,INR,,,2627.4,,Approved,0,2025,1,1,-10723.370000000004,83.030284903504
TX007546,2025-01-14,C002,CC111,PC201,Sales,Revenue,528590.7,623370.47,Partially Paid,Customer order fulfillment revenue,314.0,Sales,INR,INV-2025-05922,,94493.72,121845.12,Approved,0,2025,1,1,-94779.77000000002,84.79559514585283
TX007500,2025-01-14,C004,CC103,PC204,Salaries,Expense,409487.19,512879.09,Paid,Employee payroll disbursement,1.0,HR,INR,,,0.0,,Approved,0,2025,1,1,-103391.90000000002,79.84088218531194
TX007624,2025-01-15,C003,CC102,PC204,Office Supplies,Expense,32842.18,38395.21,Paid,"""""",24.0,IT,INR,INV-2025-05980,V023,3915.94,,Approved,0,2025,1,1,-5553.029999999999,85.53718028889541
TX007542,2025-01-15,C004,CC103,PC203,Travel,Expense,51004.07,53775.56,Paid,Business travel expense,2.0,HR,INR,INV-2025-05919,,2442.95,,Approved,0,2025,1,1,-2771.489999999998,94.8461903511558
TX007520,2025-01-15,C001,CC110,PC205,Maintenance,Expense,126674.21,151504.61,Paid,Preventive maintenance contract,1.0,IT,INR,INV-2025-05904,V039,22882.13,,Approved,0,2025,1,1,-24830.39999999998,83.61079573750266
TX007485,2025-01-15,C003,CC110,PC203,Procurement,Expense,539900.29,609397.44,Paid,Raw material procurement,564.0,IT,INR,INV-2025-05879,V002,100329.91,,Approved,0,2025,1,1,-69497.1499999999,88.59575944395172
TX007631,2025-01-16,C004,CC108,PC207,Office Supplies,Expense,33075.59,38412.05,Paid,Office supplies purchase,36.0,Administration,INR,INV-2025-05986,V035,3995.01,,Approved,0,2025,1,1,-5336.460000000006,86.10732829932273
TX007616,2025-01-16,C005,CC110,PC206,Office Supplies,Expense,16710.55,16793.65,Paid,Office supplies purchase,10.0,IT,INR,INV-2025-05974,V001,1974.68,,Approved,0,2025,1,1,-83.10000000000218,99.50517010893998
TX007566,2025-01-16,C005,CC113,PC205,Marketing,Expense,376523.8,499735.09,Paid,Digital advertising spend,1.0,Marketing,INR,INV-2025-05935,V028,66308.69,,Under Review,0,2025,1,1,-123211.29000000004,75.34467911789024
TX007510,2025-01-16,C002,CC113,PC203,IT,Expense,287613.62,249802.18,Pending,Hardware upgrade purchase,5.0,Marketing,INR,INV-2025-05895,V029,52299.55,,Approved,0,2025,1,1,37811.44,115.13655325185712
TX007509,2025-01-16,C003,CC111,PC202,Other,Expense,168926.07,215570.79,Paid,General ledger correction entry,1.0,Sales,INR,INV-2025-05894,,16088.8,,Approved,0,2025,1,1,-46644.72,78.36222616245921
TX007626,2025-01-17,C002,CC103,PC202,Office Supplies,Expense,39553.7,45931.99,Paid,"""""",46.0,HR,INR,,V009,4730.24,,Approved,0,2025,1,1,-6378.290000000001,86.11362146512703
TX007556,2025-01-17,C002,CC104,PC204,Office Supplies,Expense,12201.22,13995.21,Paid,Printer consumables purchase,15.0,Sales,INR,,V021,1496.85,,Pending,0,2025,1,1,-1793.9899999999998,87.18139992183039
TX007540,2025-01-17,C002,CC109,PC201,Office Supplies,Expense,16326.74,16676.35,Pending,Printer consumables purchase,20.0,Finance,INR,INV-2025-05918,V017,1955.54,,Approved,0,2025,1,1,-349.6099999999988,97.90355803278295
TX007518,2025-01-17,C003,CC104,PC201,Travel,Expense,247308.53,288484.64,Paid,Airfare and lodging expense,3.0,Sales,INR,INV-2025-05902,,13265.79,,Approved,0,2025,1,1,-41176.110000000015,85.7267582773211
TX007490,2025-01-17,C002,CC110,PC205,Office Supplies,Expense,92067.58,20382.53,Paid,Office supplies purchase,24.0,IT,INR,,V005,4118.19,,Approved,1,2025,1,1,71685.05,451.698488852954
TX007615,2025-01-18,C003,CC105,PC205,Travel,Expense,164634.1,165270.79,Paid,Client visit travel reimbursement,1.0,Marketing,INR,INV-2025-05973,,8126.79,,Approved,0,2025,1,1,-636.6900000000023,99.61475951073992
TX007600,2025-01-18,C001,CC106,PC204,Procurement,Expense,442064.18,450815.66,Paid,Vendor purchase order settlement,485.0,Operations,INR,INV-2025-05961,V021,78259.38,,Approved,0,2025,1,1,-8751.479999999981,98.05874534172128
TX007569,2025-01-18,C003,CC110,PC203,Procurement,Expense,530314.89,689179.54,Overdue,Office equipment purchase,352.0,IT,INR,INV-2025-05937,V030,94027.71,,Approved,0,2025,1,1,-158864.65000000002,76.94872804842697
TX007559,2025-01-18,C003,CC104,PC203,Other,Expense,180171.4,163613.89,Overdue,General ledger correction entry,1.0,Sales,INR,INV-2025-05930,,18826.09,,Under Review,0,2025,1,1,16557.50999999998,110.11986818478552
TX007555,2025-01-18,C001,CC108,PC205,Utilities,Expense,58669.67,58285.71,Paid,Utility bill,1.0,Administration,INR,,,7010.39,,Approved,0,2025,1,1,383.9599999999991,100.65875495039865
TX007516,2025-01-18,C001,CC107,PC202,Maintenance,Expense,256121.78,302544.79,Pending,Equipment maintenance,1.0,Procurement,INR,INV-2025-05900,V018,46262.55,,Approved,0,2025,1,1,-46423.00999999998,84.65582236600406
TX007515,2025-01-18,C001,CC110,PC203,IT,Expense,73852.65,66895.28,Partially Paid,Hardware upgrade purchase,9.0,IT,INR,INV-2025-05899,,13431.44,,Approved,0,2025,1,1,6957.369999999995,110.4003899826714
TX007607,2025-01-19,C002,CC107,PC201,Office Supplies,Expense,38861.86,39200.59,Pending,Stationery order,33.0,Procurement,INR,INV-2025-05966,V034,4495.28,,Approved,0,2025,1,1,-338.7299999999959,99.13590586264137
TX007584,2025-01-19,C005,CC106,PC204,Maintenance,Expense,220108.02,207892.28,Pending,Equipment maintenance,4.0,Operations,INR,INV-2025-05949,V015,42808.8,,Under Review,0,2025,1,1,12215.73999999999,105.87599501049294
TX007580,2025-01-19,C004,CC101,PC202,IT,Expense,225516.81,171176.24,Pending,Hardware upgrade purchase,2.0,Finance,INR,INV-2025-05945,V025,41042.71,,Approved,0,2025,1,1,54340.57000000001,131.7453929353747
TX007561,2025-01-19,C002,CC108,PC201,Office Supplies,Expense,26588.06,23461.33,Paid,Office supplies purchase,36.0,Administration,INR,INV-2025-05932,V005,3242.77,,Pending,0,2025,1,1,3126.73,113.32716431677149
TX007558,2025-01-19,C001,CC101,PC205,IT,Expense,71045.59,84504.55,Paid,Software license purchase,3.0,Finance,INR,INV-2025-05929,V006,12987.27,,Pending,0,2025,1,1,-13458.960000000006,84.07309428900574
TX007639,2025-01-20,C002,CC114,PC202,Other,Expense,61580.85,68281.03,Partially Paid,Miscellaneous expense,1.0,Administration,INR,INV-2025-05993,,6105.15,,Approved,0,2025,1,1,-6700.18,90.18734778898326
TX007494,2025-01-20,C001,CC107,PC201,Logistics,Expense,165896.18,155836.26,Paid,Shipping cost settlement,229.0,Procurement,INR,,V038,28650.78,,Approved,0,2025,1,1,10059.919999999984,106.45544239832245
TX007488,2025-01-20,C004,CC105,PC201,Travel,Expense,210531.75,243606.24,Paid,Airfare and lodging expense,1.0,Marketing,INR,INV-2025-05882,,10479.42,,Pending,0,2025,1,1,-33074.48999999999,86.42297093867548
TX009800,2025-01-21,C004,CC105,PC203,Marketing,Expense,767274.36,999874.69,Paid,Trade show sponsorship,1.0,Marketing,INR,,V026,0.0,,Approved,0,2025,1,1,-232600.33,76.7370519199761
TX007622,2025-01-21,C004,CC105,PC203,Marketing,Expense,767274.36,999874.69,Paid,Trade show sponsorship,1.0,Marketing,INR,,V026,0.0,,Approved,0,2025,1,1,-232600.33,76.7370519199761
TX007621,2025-01-21,C004,CC112,PC204,Procurement,Expense,412683.21,422897.85,Pending,Raw material procurement,437.0,Operations,INR,INV-2025-05978,V006,76530.82,,Pending,0,2025,1,1,-10214.639999999956,97.58460819793716
TX007618,2025-01-21,C001,CC108,PC205,Other,Expense,110661.75,115086.93,Partially Paid,General ledger correction entry,1.0,Administration,INR,INV-2025-05976,,11345.72,,Approved,0,2025,1,1,-4425.179999999993,96.15492393445548
TX007598,2025-01-21,C002,CC101,PC202,IT,Expense,235742.88,224729.53,Paid,Hardware upgrade purchase,4.0,Finance,INR,INV-2025-05959,V031,0.0,,Pending,0,2025,1,1,11013.350000000006,104.90071331524612
TX007593,2025-01-21,C002,CC102,PC207,Sales,Revenue,677545.18,782372.02,Overdue,Export sales revenue,572.0,Sales,INR,INV-2025-05955,,0.0,247222.16,Rejected,0,2025,1,1,-104826.83999999995,86.60140734583018
TX007590,2025-01-21,C004,CC103,PC203,Other,Expense,65091.65,89650.69,Overdue,Sundry adjustment,1.0,HR,INR,INV-2025-05953,,6499.26,,Approved,0,2025,1,1,-24559.04,72.60585501349739
TX007582,2025-01-21,C002,CC107,PC206,Procurement,Expense,452061.54,415746.17,Paid,Office equipment purchase,221.0,Procurement,INR,INV-2025-05947,,78790.57,,Approved,0,2025,1,1,36315.37,108.7349860613268
TX007581,2025-01-21,C001,CC111,PC202,Sales,Revenue,254200.85,312668.64,Pending,Service revenue recognition,219.0,Sales,INR,INV-2025-05946,,49412.68,58560.99,Approved,0,2025,1,1,-58467.79000000001,81.30039840260284
TX007575,2025-01-21,C002,CC107,PC204,Office Supplies,Expense,21166.43,25532.84,Paid,Stationery order,17.0,Procurement,INR,,V021,2496.44,,Approved,0,2025,1,1,-4366.41,82.89884713177226
TX007512,2025-01-21,C004,CC109,PC203,Sales,Revenue,415614.73,447267.84,Partially Paid,Online sales revenue,250.0,Sales,INR,INV-2025-05897,,72216.86,107737.23,Approved,0,2025,1,1,-31653.110000000044,92.92300783351648
TX007632,2025-01-22,C001,CC111,PC203,Marketing,Expense,514291.9,647924.63,Paid,Brand promotion expense,1.0,Sales,INR,INV-2025-05987,,92610.74,,Approved,0,2025,1,1,-133632.72999999998,79.37526622502374
TX007617,2025-01-22,C002,CC114,PC204,Utilities,Expense,54446.41,67489.32,Paid,Water and gas utility charge,1.0,Administration,INR,INV-2025-05975,V020,0.0,,Approved,0,2025,1,1,-13042.910000000003,80.67411258551724
TX007609,2025-01-22,C002,CC108,PC206,Utilities,Expense,92648.67,76889.35,Pending,Water and gas utility charge,1.0,Administration,INR,INV-2025-05968,V027,11330.79,,Pending,0,2025,1,1,15759.319999999992,120.4961025161482
TX007552,2025-01-22,C002,CC106,PC203,Logistics,Expense,245060.01,211501.35,Paid,Freight and logistics charge,147.0,Operations,INR,INV-2025-05926,V036,42694.71,,Approved,0,2025,1,1,33558.66,115.86687744546312
TX007529,2025-01-22,C001,CC106,PC203,Procurement,Expense,165937.7,111497.59,Paid,Raw material procurement,153.0,Operations,INR,INV-2025-05910,V007,31496.15,,Approved,0,2025,1,1,54440.110000000015,148.8262661103258
TX007506,2025-01-22,C001,CC112,PC206,Procurement,Expense,340131.58,379376.1,Pending,Vendor purchase order settlement,262.0,Operations,INR,,V025,62234.93,,Approved,0,2025,1,1,-39244.51999999996,89.65551071878278
TX007504,2025-01-22,C001,CC101,PC201,Office Supplies,Expense,45196.17,45175.64,Paid,Office supplies purchase,31.0,Finance,INR,INV-2025-05892,V023,5413.33,,Approved,0,2025,1,1,20.52999999999884,100.04544484593907
TX007503,2025-01-22,C001,CC104,PC207,Sales,Revenue,1373285.38,1767565.37,Paid,Service revenue recognition,2060.0,Sales,INR,INV-2025-05891,,0.0,213454.44,Approved,0,2025,1,1,-394279.9900000002,77.69361197656865
TX009737,2025-01-23,C004,CC113,PC203,Travel,Expense,90515.42,81183.98,Paid,Client visit travel reimbursement,6.0,Marketing,INR,,,4645.97,,Approved,0,2025,1,1,9331.440000000002,111.4941888781506
TX007612,2025-01-23,C004,CC113,PC203,Travel,Expense,90515.42,81183.98,Paid,Client visit travel reimbursement,6.0,Marketing,INR,,,4645.97,,Approved,0,2025,1,1,9331.440000000002,111.4941888781506
TX007604,2025-01-23,C003,CC106,PC206,Maintenance,Expense,120813.52,128012.72,Paid,Equipment maintenance,1.0,Operations,INR,INV-2025-05964,V030,21423.95,,Approved,0,2025,1,1,-7199.199999999997,94.37618386672824
TX007533,2025-01-23,C001,CC103,PC205,Office Supplies,Expense,7562.48,5972.94,Partially Paid,Stationery order,5.0,HR,INR,INV-2025-05913,,856.75,,Approved,0,2025,1,1,1589.54,126.61235505462972
TX007611,2025-01-24,C004,CC105,PC202,Sales,Revenue,830226.24,912159.9,Paid,Service revenue recognition,713.0,Sales,INR,INV-2025-05970,,148512.45,205948.47,Approved,0,2025,1,1,-81933.66000000003,91.01762092369988
TX007601,2025-01-24,C001,CC111,PC202,Sales,Revenue,344611.75,424522.72,Paid,Export sales revenue,302.0,Sales,INR,,,58838.89,121277.39,Approved,0,2025,1,1,-79910.96999999997,81.17627956402428
TX007541,2025-01-24,C002,CC111,PC201,Sales,Revenue,701102.62,702885.37,Overdue,Customer order fulfillment revenue,597.0,Sales,INR,,,133774.57,162386.39,Approved,0,2025,1,1,-1782.75,99.74636689336698
TX007489,2025-01-24,C002,CC105,PC204,Travel,Expense,234379.86,235714.75,Partially Paid,Client visit travel reimbursement,1.0,Marketing,INR,INV-2025-05883,,11790.83,,Approved,0,2025,1,1,-1334.890000000014,99.43368414577364
TX007574,2025-01-25,C001,CC114,PC202,Office Supplies,Expense,21941.12,28586.79,Paid,Printer consumables purchase,23.0,Administration,INR,,V028,2779.74,,Pending,0,2025,1,1,-6645.670000000002,76.75265393561152
TX007570,2025-01-25,C001,CC105,PC203,Marketing,Expense,442257.4,537857.37,Paid,Marketing campaign,1.0,Marketing,INR,,V025,0.0,,Approved,0,2025,1,1,-95599.96999999996,82.22577669615274
TX007568,2025-01-25,C001,CC105,PC206,IT,Expense,162602.38,147428.0,Paid,IT support services,10.0,Marketing,INR,,V013,28237.36,,Approved,0,2025,1,1,15174.380000000005,110.29273950674228
TX007562,2025-01-25,C001,CC104,PC206,Office Supplies,Expense,69089.36,78056.59,Pending,Printer consumables purchase,49.0,Sales,INR,INV-2025-05933,V017,8692.21,,Approved,0,2025,1,1,-8967.229999999996,88.51188605600116
TX007535,2025-01-25,C002,CC111,PC205,Other,Expense,96697.8,87865.36,Paid,Miscellaneous expense,1.0,Sales,INR,INV-2025-05914,,9309.64,,Under Review,0,2025,1,1,8832.440000000002,110.05224356902426
TX007487,2025-01-25,C002,CC106,PC204,Utilities,Expense,140389.72,143370.35,Paid,Water and gas utility charge,1.0,Operations,INR,INV-2025-05881,,17128.01,,Approved,0,2025,1,1,-2980.6300000000047,97.92102760438264
TX007633,2025-01-26,C003,CC105,PC204,Travel,Expense,76940.39,70299.92,Paid,Client visit travel reimbursement,1.0,Marketing,INR,,,3916.95,,Approved,0,2025,1,1,6640.470000000001,109.4459140209548
TX007610,2025-01-26,C004,CC113,PC201,Other,Expense,125454.63,118145.78,Overdue,Miscellaneous expense,1.0,Marketing,INR,INV-2025-05969,,12796.1,,Pending,0,2025,1,1,7308.850000000006,106.18629797864978
TX007553,2025-01-26,C001,CC109,PC202,Salaries,Expense,240565.91,237856.75,Pending,"""""",1.0,Finance,INR,,,0.0,,Approved,0,2025,1,1,2709.1600000000035,101.13898806739772
TX007538,2025-01-26,C003,CC107,PC203,Office Supplies,Expense,28564.51,28364.53,Paid,Stationery order,25.0,Procurement,INR,INV-2025-05917,V005,3298.81,,Under Review,0,2025,1,1,199.9799999999996,100.70503547917065
TX007505,2025-01-26,C002,CC104,PC207,Sales,Revenue,1131674.79,953540.86,Paid,Online sales revenue,861.0,Sales,INR,INV-2025-05893,,205850.32,488965.02,Approved,0,2025,1,1,178133.93000000005,118.68131062574498
TX007493,2025-01-26,C002,CC108,PC204,Office Supplies,Expense,12541.4,12813.71,Paid,Printer consumables purchase,14.0,Administration,INR,INV-2025-05885,V009,1594.04,,Approved,0,2025,1,1,-272.3099999999995,97.87485435521796
TX007635,2025-01-27,C005,CC114,PC205,Maintenance,Expense,138847.78,155473.17,Overdue,Equipment maintenance,1.0,Administration,INR,INV-2025-05989,V033,25998.3,,Approved,0,2025,1,1,-16625.390000000014,89.3065858244223
TX007627,2025-01-27,C004,CC103,PC204,Office Supplies,Expense,2061.57,2010.28,Paid,Printer consumables purchase,1.0,HR,INR,INV-2025-05982,V021,250.64,,Under Review,0,2025,1,1,51.29000000000019,102.55138587659432
TX007527,2025-01-27,C002,CC101,PC204,Office Supplies,Expense,19658.88,17895.5,Paid,Stationery order,17.0,Finance,INR,INV-2025-05909,V030,2378.12,,Approved,0,2025,1,1,1763.380000000001,109.85376211896846
TX007565,2025-01-28,C001,CC111,PC203,Sales,Revenue,1011234.58,1244932.56,Paid,Customer order fulfillment revenue,665.0,Sales,INR,INV-2025-05934,,176913.08,275890.89,Approved,0,2025,1,1,-233697.9800000001,81.22806106059271
TX007523,2025-01-28,C003,CC106,PC205,Sales,Revenue,505979.98,613631.16,Paid,Service revenue recognition,374.0,Sales,INR,,,92551.38,110964.19,Approved,0,2025,1,1,-107651.18000000004,82.45669597352259
TX007628,2025-01-29,C002,CC101,PC202,Office Supplies,Expense,15095.34,12574.57,Pending,Stationery order,18.0,Finance,INR,INV-2025-05983,V008,1871.02,,Approved,0,2025,1,1,2520.7700000000004,120.04657018092864
TX007507,2025-01-29,C004,CC114,PC204,Utilities,Expense,36976.9,38028.23,Paid,Utility bill,1.0,Administration,INR,,V008,4744.05,,Approved,0,2025,1,1,-1051.3300000000015,97.23539591508728
TX007498,2025-01-29,C002,CC101,PC201,IT,Expense,308651.4,289177.76,Partially Paid,IT support services,26.0,Finance,INR,INV-2025-05888,V010,54259.59,,Rejected,0,2025,1,1,19473.64000000001,106.73414165736676
TX007638,2025-01-30,C003,CC114,PC206,Other,Expense,2425.17,2087.8,Paid,General ledger correction entry,1.0,Administration,INR,INV-2025-05992,,0.0,,Approved,0,2025,1,1,337.3699999999999,116.159114857745
TX007637,2025-01-30,C004,CC108,PC206,Other,Expense,75710.17,64583.2,Paid,Sundry adjustment,1.0,Administration,INR,INV-2025-05991,,7421.02,,Approved,0,2025,1,1,11126.97,117.22889234351968
TX007587,2025-01-30,C003,CC102,PC202,Procurement,Expense,584381.74,672756.16,Paid,Software license purchase,400.0,IT,INR,,V039,105553.72,,Approved,0,2025,1,1,-88374.42000000004,86.86382596630553
TX007572,2025-01-30,C002,CC103,PC203,Other,Expense,28914.12,26606.81,Pending,General ledger correction entry,1.0,HR,INR,INV-2025-05939,,0.0,,Approved,0,2025,1,1,2307.3099999999977,108.67187761328772
TX007537,2025-01-30,C001,CC110,PC201,Office Supplies,Expense,31443.46,32241.54,Paid,Office supplies purchase,21.0,IT,INR,INV-2025-05916,V014,0.0,,Approved,0,2025,1,1,-798.0800000000017,97.52468399462308
TX007532,2025-01-30,C004,CC109,PC206,Other,Expense,64248.03,65185.98,Partially Paid,Miscellaneous expense,1.0,Finance,INR,,,6387.45,,Approved,0,2025,1,1,-937.9500000000044,98.56111697638048
TX007522,2025-01-30,C003,CC113,PC202,IT,Expense,341137.66,356876.7,Paid,Cloud infrastructure subscription,8.0,Marketing,INR,INV-2025-05906,V023,61917.21,,Approved,0,2025,1,1,-15739.040000000035,95.58978212923398
TX007508,2025-01-30,C001,CC105,PC204,Other,Expense,175317.86,217667.51,Overdue,General ledger correction entry,1.0,Marketing,INR,,,16984.29,,Approved,0,2025,1,1,-42349.65000000002,80.54388089430525
TX007486,2025-01-30,C004,CC108,PC206,Other,Expense,113659.94,101855.47,Paid,Miscellaneous expense,1.0,Administration,INR,INV-2025-05880,,11438.23,,Approved,0,2025,1,1,11804.47,111.58943157397438
TX007640,2025-01-31,C001,CC104,PC206,Sales,Revenue,671838.08,776052.08,Partially Paid,Service revenue recognition,660.0,Sales,INR,INV-2025-05994,,121869.78,161674.41,Approved,0,2025,1,1,-104214.0,86.57126207302994
TX007629,2025-01-31,C002,CC102,PC203,IT,Expense,177461.25,148587.31,Overdue,Cloud infrastructure subscription,2.0,IT,INR,INV-2025-05984,V010,31640.89,,Approved,0,2025,1,1,28873.94,119.43230549096016
TX007589,2025-01-31,C005,CC105,PC203,Travel,Expense,106551.01,99713.12,Paid,Business travel expense,5.0,Marketing,INR,,,5212.79,,Pending,0,2025,1,1,6837.889999999999,106.85756297666748
TX007551,2025-01-31,C004,CC103,PC203,Salaries,Expense,331341.85,429352.09,Overdue,Employee payroll disbursement,1.0,HR,INR,,,0.0,,Approved,0,2025,1,1,-98010.24000000003,77.17252523447597
TX007526,2025-01-31,C003,CC101,PC202,Salaries,Expense,238607.52,277960.13,Paid,Employee payroll disbursement,1.0,Finance,INR,,,0.0,,Approved,0,2025,1,1,-39352.610000000015,85.84235444126465
TX007524,2025-01-31,C001,CC108,PC204,Office Supplies,Expense,14592.27,16174.71,Paid,Office supplies purchase,10.0,Administration,INR,INV-2025-05907,V010,1831.19,,Approved,0,2025,1,1,-1582.4399999999987,90.21657884438116
TX007521,2025-01-31,C001,CC114,PC203,Other,Expense,48206.87,62015.44,Paid,Miscellaneous expense,1.0,Administration,INR,INV-2025-05905,,4876.3,,Approved,0,2025,1,1,-13808.57,77.73365794066768
TX007754,2025-02-01,C003,CC102,PC205,Office Supplies,Expense,25979.73,30523.4,Paid,Office supplies purchase,18.0,IT,INR,INV-2025-06085,V033,2897.75,,Approved,0,2025,2,1,-4543.670000000002,85.11414193700571
TX007733,2025-02-01,C003,CC109,PC203,Salaries,Expense,183380.04,173230.91,Paid,Monthly salary payment,1.0,Finance,INR,,,0.0,,Approved,0,2025,2,1,10149.130000000005,105.85872925334168
TX007689,2025-02-01,C004,CC107,PC202,Procurement,Expense,898192.82,836464.91,Paid,Vendor purchase order settlement,1070.0,Procurement,INR,INV-2025-06032,V018,161795.07,,Under Review,0,2025,2,1,61727.90999999992,107.37961739482893
TX007684,2025-02-01,C001,CC110,PC205,Maintenance,Expense,131404.31,129901.08,Paid,Facility repair service,1.0,IT,INR,INV-2025-06029,V019,23538.83,,Rejected,0,2025,2,1,1503.229999999996,101.15721131802754
TX007675,2025-02-01,C001,CC111,PC201,Sales,Revenue,540465.69,552411.6,Paid,Product sales revenue,373.0,Sales,INR,INV-2025-06022,,100363.34,190530.13,Approved,0,2025,2,1,-11945.910000000033,97.83749834362638
TX007670,2025-02-01,C002,CC107,PC202,Logistics,Expense,140046.31,175473.0,Paid,Shipping cost settlement,158.0,Procurement,INR,,V002,25096.79,,Pending,0,2025,2,1,-35426.69,79.81074581274612
TX007662,2025-02-01,C003,CC110,PC206,IT,Expense,171216.11,146366.9,Paid,Cloud infrastructure subscription,4.0,IT,INR,,,30579.75,,Approved,0,2025,2,1,24849.209999999992,116.97734255490823
TX007660,2025-02-01,C003,CC111,PC203,Sales,Revenue,779908.23,656420.93,Paid,Product sales revenue,527.0,Sales,INR,INV-2025-06009,,140042.97,237442.5,Approved,0,2025,2,1,123487.29999999992,118.8122124625124
TX007653,2025-02-01,C001,CC104,PC205,Sales,Revenue,837206.34,855854.66,Partially Paid,Customer order fulfillment revenue,565.0,Sales,INR,,,150750.6,294084.84,Pending,0,2025,2,1,-18648.320000000065,97.82108798706544
TX007651,2025-02-01,C002,CC106,PC203,Logistics,Expense,418941.61,539772.09,Partially Paid,Warehouse handling fee,432.0,Operations,INR,INV-2025-06001,V027,70469.57,,Approved,0,2025,2,1,-120830.47999999998,77.61453727627897
TX007780,2025-02-02,C004,CC103,PC205,Travel,Expense,59466.57,64609.35,Paid,Client visit travel reimbursement,3.0,HR,INR,INV-2025-06106,,2913.29,,Approved,0,2025,2,1,-5142.779999999999,92.04019232510466
TX007732,2025-02-02,C001,CC104,PC205,Other,Expense,43237.2,42324.2,Paid,Miscellaneous expense,1.0,Sales,INR,INV-2025-06068,,4489.3,,Approved,0,2025,2,1,913.0,102.15715831604616
TX007727,2025-02-02,C001,CC101,PC205,Other,Expense,31517.61,29163.03,Paid,Miscellaneous expense,1.0,Finance,INR,INV-2025-06063,,3062.2,,Under Review,0,2025,2,1,2354.5800000000017,108.07385240834029
TX007724,2025-02-02,C004,CC106,PC202,Utilities,Expense,97404.34,127217.81,Paid,Water and gas utility charge,1.0,Operations,INR,INV-2025-06061,V014,12063.72,,Approved,0,2025,2,1,-29813.47,76.56501868724199
TX007702,2025-02-02,C001,CC102,PC206,Office Supplies,Expense,33420.67,40596.58,Paid,Stationery order,24.0,IT,INR,INV-2025-06045,V006,3948.06,,Approved,0,2025,2,1,-7175.910000000004,82.32385585189688
TX007698,2025-02-02,C003,CC111,PC202,Sales,Revenue,1116403.91,1208727.06,Pending,Product sales revenue,1018.0,Sales,INR,INV-2025-06041,,196187.68,250561.34,Approved,0,2025,2,1,-92323.15000000014,92.36195225082491
TX007654,2025-02-02,C001,CC109,PC204,Other,Expense,84780.03,96629.45,Paid,Sundry adjustment,1.0,Finance,INR,INV-2025-06003,,8512.92,,Approved,0,2025,2,1,-11849.419999999998,87.7372581547344
TX007800,2025-02-03,C002,CC107,PC207,Procurement,Expense,678695.91,683683.9,Partially Paid,Vendor purchase order settlement,769.0,Procurement,INR,INV-2025-06123,V009,117231.26,,Approved,0,2025,2,1,-4987.989999999991,99.27042453391108
TX007753,2025-02-03,C002,CC109,PC205,Office Supplies,Expense,18550.27,21233.41,Paid,Stationery order,12.0,Finance,INR,INV-2025-06084,,2332.99,,Approved,0,2025,2,1,-2683.1399999999994,87.36359350664826
